tweet_id,favorite_count,retweet_count
667885044254572545,846,508
667878741721415682,403,124
667873844930215936,651,427
667866724293877760,3102,1084
667861340749471744,250,81
667832474953625600,294,65
667806454573760512,1090,524
667801013445750784,338,98
667793409583771648,720,344
667782464991965184,425,253
667773195014021121,239,59
667766675769573376,461,229
667728196545200128,383,158
667724302356258817,503,332
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5984,2395
667546741521195010,341,132
667544320556335104,894,549
667538891197542400,208,70
667534815156183040,845,561
667530908589760512,487,254
667524857454854144,1750,1167
667517642048163840,379,198
667509364010450944,6989,2215
667502640335572993,548,227
667495797102141441,545,287
667491009379606528,549,237
667470559035432960,264,101
667455448082227200,195,65
667453023279554560,320,93
667443425659232256,806,605
667437278097252352,463,248
667435689202614272,312,85
667405339315146752,477,225
667393430834667520,200,58
667369227918143488,376,169
667211855547486208,505,250
667200525029539841,630,272
667192066997374976,400,110
667188689915760640,766,431
667182792070062081,14745,6458
667177989038297088,194,57
667176164155375616,626,474
667174963120574464,255,86
667171260800061440,228,95
667165590075940865,2756,1191
667160273090932737,262,65
667152164079423490,48965,17792
667138269671505920,4738,2308
667119796878725120,336,133
667090893657276420,339,130
667073648344346624,412,126
667070482143944705,85,14
667065535570550784,169,49
667062181243039745,221,56
667044094246576128,191,51
667012601033924608,460,234
666996132027977728,248,98
666983947667116034,2616,1014
666837028449972224,838,568
666835007768551424,220,81
666826780179869698,258,99
666817836334096384,532,259
666804364988780544,244,94
666786068205871104,779,500
666781792255496192,396,203
666776908487630848,360,178
666739327293083650,240,67
666701168228331520,440,223
666691418707132416,190,48
666649482315059201,897,592
666644823164719104,234,85
666454714377183233,529,212
666447344410484738,105,22
666437273139982337,129,50
666435652385423360,168,54
666430724426358785,321,199
666428276349472768,166,84
666421158376562688,319,114
666418789513326592,127,47
666411507551481857,450,329
666407126856765440,110,41
666396247373291520,168,86
666373753744588802,189,93
666362758909284353,782,577
666353288456101888,222,73
666345417576210432,300,140
666337882303524864,199,92
666293911632134144,511,357
666287406224695296,149,68
666273097616637952,177,76
666268910803644416,104,35
666104133288665088,14406,6662
666102155909144576,79,13
666099513787052032,158,69
666094000022159362,166,76
666082916733198337,119,45
666073100786774016,323,166
666071193221509120,148,62
666063827256086533,479,223
666058600524156928,112,57
666057090499244032,299,141
666055525042405380,438,257
666051853826850816,1229,854
666050758794694657,132,58
666049248165822465,109,40
666044226329800704,299,141
666033412701032449,125,44
666029285002620928,130,47
666020888022790149,2562,517
